PMID,Title,csv_name,SentenceIndex,Sentence,predicted_label_id,predicted_label
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,0,BACKGROUND: The impact of diabetes on the risk of Alzheimer's disease remains uncertain.,4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,1,This study aimed to explore the impact of diabetes on the risk of Alzheimer's disease issue from multiple perspectives by using the Mendelian randomization (MR) approach.,0,Complex Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,2,"METHODS: Instrumental variables for predicting six diabetic traits (including insulin and blood glucose), eight metabolic risk factors for diabetes (including total cholesterol and blood pressure), and seven diabetic genes were extracted from Instrumental variables summary data.",1,Compound Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,3,"Instrumental variables, metabolic risk factors, and diabetic genes data were derived from multiple European cohorts and included 31,684 to 810,865 subjects respectively.",1,Compound Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,4,"The two-sample MR, multivariate MR, and summary-data-based Mendelian randomization (SMR) methods were employed to determine the associations of these traits or genes with the risk of Alzheimer's disease.",4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,5,"RESULTS: The two-sample MR showed that elevated fasting insulin and total cholesterol levels were associated with an increased risk of dementia in Alzheimer's disease (P = 0.022, P = 0.041).",4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,6,"Elevated systolic and diastolic blood pressure levels were associated with a decreased risk of dementia in Alzheimer's disease (P = 0.036, P = 0.025).",4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,7,The multivariate MR reported that adjusting for telomere length (a well-established biomarker of aging) did not change these findings (P < 0.05).,4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,8,"Additionally, the two-sample MR showed that type 1 and type 2 diabetes did not affect the risk of Alzheimer's disease.",4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,9,The SMR also indicated that the diabetic genes did not affect the risk of Alzheimer's disease disease.,4,Simple Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,10,"CONCLUSION: Multiple MR approaches concluded that fasting insulin, total cholesterol, and blood pressure, rather than diabetes, were potential metabolic variables that had an impact on the risk of Alzheimer's disease.",0,Complex Sentence
39558225,Impact of diabetes mellitus on the risk of Alzheimer's disease: a mendelian randomization study.,AD,11,"However, aging might not be involved in these correlations.",4,Simple Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,0,Rates of cognitive decline in Alzheimer's disease (AD) are extremely heterogeneous.,4,Simple Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,1,"Although biomarkers for amyloid-beta (Aβ) and tau proteins, the hallmark AD pathologies, have improved pathology-based diagnosis, they explain only 20-40% of the variance in AD-related cognitive impairment (CI).",0,Complex Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,2,"To discover novel biomarkers of CI in AD, we performed cerebrospinal fluid (CSF) proteomics on 3,397 individuals from six major prospective AD case-control cohorts.",0,Complex Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,3,"Synapse proteins emerged as the strongest correlates of CI, independent of Aβ and tau.",4,Simple Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,4,"Using machine learning, we derived the CSF YWHAG:NPTX2 synapse protein ratio, which explained 27% of the variance in CI beyond CSF pTau(181):Aβ(42), 11% beyond tau positron emission tomography, and 28% beyond CSF neurofilament, growth-associated protein 43 and neurogranin in Aβ(+) and phosphorylated tau(+) (A+T(1)+) individuals.",0,Complex Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,5,CSF YWHAG:NPTX2 also increased with normal aging and 20 years before estimated symptom onset in carriers of autosomal dominant AD mutations.,4,Simple Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,6,"Regarding cognitive prognosis, CSF YWHAG:NPTX2 predicted conversion from A+T(1)+ cognitively normal to mild cognitive impairment (standard deviation increase hazard ratio = 3.0, P = 7.0 × 10(-4)) and A+T(1)+ mild cognitive impairment to dementia (standard deviation increase hazard ratio = 2.2, P = 8.2 × 10(-16)) over a 15-year follow-up, adjusting for CSF pTau(181):Aβ(42), CSF neurofilament, CSF neurogranin, CSF growth-associated protein 43, age, APOE4 and sex.",0,Complex Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,7,"We also developed a plasma proteomic signature of CI, which we evaluated in 13,401 samples, which partly recapitulated CSF YWHAG:NPTX2.",0,Complex Sentence
40164724,A cerebrospinal fluid synaptic protein biomarker for prediction of cognitive resilience versus decline in Alzheimer's disease.,AD,8,"Overall, our findings underscore CSF YWHAG:NPTX2 as a robust prognostic biomarker for cognitive resilience versus AD onset and progression, highlight the potential of plasma proteomics in replacing CSF measurement and further implicate synapse dysfunction as a core driver of AD dementia.",0,Complex Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,0,"BACKGROUND: Growing evidence suggests that not only cerebrovascular disease but also Alzheimer's disease Alzheimer's disease pathological process itself cause cerebral white matter degeneration, resulting in white matter hyperintensities white matter hyperintensities Some preclinical evidence also indicates that white matter degeneration may precede or affect the development of Alzheimer's disease pathology.",0,Complex Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,1,"This study aimed to clarify the direction of influence between in vivo Alzheimer's disease pathologies, particularly beta-amyloid (Aβ) and tau deposition, and white matter hyperintensities through longitudinal approach.",0,Complex Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,2,METHODS: Total 282 older adults including cognitively normal and cognitively impaired individuals were recruited from the Korean Brain Aging Study for the Early Diagnosis and Prediction of Alzheimer's Alzheimer's disease (KBASE) cohort.,0,Complex Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,3,"The participants underwent comprehensive clinical and neuropsychological assessment, [(11)C] Pittsburgh Compound B PET for measuring Aβ deposition, [(18)F] AV-1451 PET for measuring tau deposition, and MRI scans with fluid-attenuated inversion recovery image for measuring WMH volume.",1,Compound Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,4,The relationships between Aβ or tau deposition and white matter hyperintensities volume were examined using multiple linear regression analysis.,4,Simple Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,5,"In this analysis, baseline Aβ or tau were used as independent variables, and change of white matter hyperintensities volume over 2 years was used as dependent variable to examine the effect of Alzheimer's disease pathology on increase of WMH volume.",1,Compound Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,6,"Additionally, we set baseline white matter hyperintensities volume as independent variable and longitudinal change of Aβ or tau deposition for 2 years as dependent variables to investigate whether WMH volume could precede Alzheimer's disease pathologies.",0,Complex Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,7,"RESULTS: Baseline white matter hyperintensities deposition, but not tau deposition, had significant positive association with longitudinal change of WMH volume over 2 years.",4,Simple Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,8,Baseline white matter hyperintensities volume was not related with any of longitudinal change of Aβ or tau deposition for Alzheimer's disease years.,4,Simple Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,9,We also found a significant interaction effect between baseline Aβ deposition and sex on longitudinal change of WMH volume.,1,Compound Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,10,"Subsequent subgroup analyses showed that high baseline Aβ deposition was associated with increase of white matter hyperintensities volume over 2 years in female, but not in male.",1,Compound Sentence
38454444,Association between brain amyloid deposition and longitudinal changes of white matter hyperintensities.,AD,11,"CONCLUSIONS: Our findings suggest that Aβ deposition accelerates cerebral white matter hyperintensities particularly in female, whereas white matter degeneration appears not influence on longitudinal Alzheimer's disease increase.",2,Compound-Complex Sentence
